threshold,f1_weighted,f1_macro,f1_safe,f1_mal,recall_safe
0.33,0.9975284044375402,0.9973656568230502,0.9980171844018506,0.9967141292442497,0.996042216358839
0.34,0.9975284044375402,0.9973656568230502,0.9980171844018506,0.9967141292442497,0.996042216358839
0.35,0.9975284044375402,0.9973656568230502,0.9980171844018506,0.9967141292442497,0.996042216358839
0.36,0.9975284044375402,0.9973656568230502,0.9980171844018506,0.9967141292442497,0.996042216358839
0.37,0.9975284044375402,0.9973656568230502,0.9980171844018506,0.9967141292442497,0.996042216358839
0.38,0.9975284044375402,0.9973656568230502,0.9980171844018506,0.9967141292442497,0.996042216358839
0.39,0.9975284044375402,0.9973656568230502,0.9980171844018506,0.9967141292442497,0.996042216358839
0.4,0.9975284044375402,0.9973656568230502,0.9980171844018506,0.9967141292442497,0.996042216358839
0.41,0.9975284044375402,0.9973656568230502,0.9980171844018506,0.9967141292442497,0.996042216358839
0.42,0.9975284044375402,0.9973656568230502,0.9980171844018506,0.9967141292442497,0.996042216358839
0.43,0.9975284044375402,0.9973656568230502,0.9980171844018506,0.9967141292442497,0.996042216358839
0.44,0.9975284044375402,0.9973656568230502,0.9980171844018506,0.9967141292442497,0.996042216358839
0.45,0.9975284044375402,0.9973656568230502,0.9980171844018506,0.9967141292442497,0.996042216358839
0.46,0.9975284044375402,0.9973656568230502,0.9980171844018506,0.9967141292442497,0.996042216358839
0.47,0.9975284044375402,0.9973656568230502,0.9980171844018506,0.9967141292442497,0.996042216358839
0.48,0.9975284044375402,0.9973656568230502,0.9980171844018506,0.9967141292442497,0.996042216358839
0.49,0.9975284044375402,0.9973656568230502,0.9980171844018506,0.9967141292442497,0.996042216358839
0.5,0.9975284044375402,0.9973656568230502,0.9980171844018506,0.9967141292442497,0.996042216358839
0.51,0.9975284044375402,0.9973656568230502,0.9980171844018506,0.9967141292442497,0.996042216358839
0.52,0.9975284044375402,0.9973656568230502,0.9980171844018506,0.9967141292442497,0.996042216358839
0.53,0.9975284044375402,0.9973656568230502,0.9980171844018506,0.9967141292442497,0.996042216358839
0.54,0.9975284044375402,0.9973656568230502,0.9980171844018506,0.9967141292442497,0.996042216358839
0.55,0.9975284044375402,0.9973656568230502,0.9980171844018506,0.9967141292442497,0.996042216358839
0.56,0.9975284044375402,0.9973656568230502,0.9980171844018506,0.9967141292442497,0.996042216358839
0.57,0.9975284044375402,0.9973656568230502,0.9980171844018506,0.9967141292442497,0.996042216358839
0.58,0.9975284044375402,0.9973656568230502,0.9980171844018506,0.9967141292442497,0.996042216358839
0.59,0.9975284044375402,0.9973656568230502,0.9980171844018506,0.9967141292442497,0.996042216358839
0.6,0.9975284044375402,0.9973656568230502,0.9980171844018506,0.9967141292442497,0.996042216358839
0.61,0.9975284044375402,0.9973656568230502,0.9980171844018506,0.9967141292442497,0.996042216358839
0.62,0.9975284044375402,0.9973656568230502,0.9980171844018506,0.9967141292442497,0.996042216358839
0.63,0.9975284044375402,0.9973656568230502,0.9980171844018506,0.9967141292442497,0.996042216358839
0.64,0.9975284044375402,0.9973656568230502,0.9980171844018506,0.9967141292442497,0.996042216358839
0.65,0.9975284044375402,0.9973656568230502,0.9980171844018506,0.9967141292442497,0.996042216358839
0.66,0.9975284044375402,0.9973656568230502,0.9980171844018506,0.9967141292442497,0.996042216358839
0.67,0.9967023907666942,0.9964829365884775,0.9973614775725593,0.9956043956043956,0.9973614775725593
0.68,0.9967023907666942,0.9964829365884775,0.9973614775725593,0.9956043956043956,0.9973614775725593
0.69,0.9967023907666942,0.9964829365884775,0.9973614775725593,0.9956043956043956,0.9973614775725593
0.7,0.9967023907666942,0.9964829365884775,0.9973614775725593,0.9956043956043956,0.9973614775725593
0.71,0.9967023907666942,0.9964829365884775,0.9973614775725593,0.9956043956043956,0.9973614775725593
0.72,0.9967023907666942,0.9964829365884775,0.9973614775725593,0.9956043956043956,0.9973614775725593
0.73,0.9967023907666942,0.9964829365884775,0.9973614775725593,0.9956043956043956,0.9973614775725593
0.74,0.9967023907666942,0.9964829365884775,0.9973614775725593,0.9956043956043956,0.9973614775725593
0.75,0.9967023907666942,0.9964829365884775,0.9973614775725593,0.9956043956043956,0.9973614775725593
0.76,0.9967023907666942,0.9964829365884775,0.9973614775725593,0.9956043956043956,0.9973614775725593
0.77,0.9967023907666942,0.9964829365884775,0.9973614775725593,0.9956043956043956,0.9973614775725593
0.78,0.9967023907666942,0.9964829365884775,0.9973614775725593,0.9956043956043956,0.9973614775725593
0.79,0.9967023907666942,0.9964829365884775,0.9973614775725593,0.9956043956043956,0.9973614775725593
0.8,0.9967023907666942,0.9964829365884775,0.9973614775725593,0.9956043956043956,0.9973614775725593
0.81,0.9967023907666942,0.9964829365884775,0.9973614775725593,0.9956043956043956,0.9973614775725593
0.82,0.9967023907666942,0.9964829365884775,0.9973614775725593,0.9956043956043956,0.9973614775725593
0.83,0.9967023907666942,0.9964829365884775,0.9973614775725593,0.9956043956043956,0.9973614775725593
0.84,0.9967023907666942,0.9964829365884775,0.9973614775725593,0.9956043956043956,0.9973614775725593
0.85,0.9967023907666942,0.9964829365884775,0.9973614775725593,0.9956043956043956,0.9973614775725593
0.86,0.9967023907666942,0.9964829365884775,0.9973614775725593,0.9956043956043956,0.9973614775725593
0.87,0.9967023907666942,0.9964829365884775,0.9973614775725593,0.9956043956043956,0.9973614775725593
0.88,0.9967023907666942,0.9964829365884775,0.9973614775725593,0.9956043956043956,0.9973614775725593
0.89,0.9967023907666942,0.9964829365884775,0.9973614775725593,0.9956043956043956,0.9973614775725593
0.9,0.9967023907666942,0.9964829365884775,0.9973614775725593,0.9956043956043956,0.9973614775725593
